combination_woo_id,combination_parent_woo_id,combination_sku,combination_name,woo_status,regular_price,sale_price,effective_price,price_missing,primary_component_rows,all_evidence_rows,distinct_component_count,component_skus,component_quantities,component_item_ids,component_woo_ids,exact_primary_edges,blocked_primary_edges,original_status,operational_status,quarantine_group_ids,quarantine_reason,price_cut_status,affected_woo_variation_ids,physical_components,exact_component_rows,publication_allowed
4010,3648,0504009|0728001|0606001,"90x200x8 cm, 90x120x100 cm, 90x200 cm, Futón con una capa de látex, 90x200x14,5 cm, Granate",publish,491.99,409.99,409.99,NO,3,3,3,0504009 | 0606001 | 0728001,0504009=1 | 0606001=1 | 0728001=1,504009 | 606001 | 728001,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4010,504009 | 606001 | 728001,3,NO
4013,3648,0504009|0728001|0616001,"90x200x8 cm, 90x120x100 cm, 90x200 cm, Futón con una capa de látex, 90x200x14,5 cm, Negro",publish,491.99,409.99,409.99,NO,3,3,3,0504009 | 0616001 | 0728001,0504009=1 | 0616001=1 | 0728001=1,504009 | 616001 | 728001,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4013,504009 | 616001 | 728001,3,NO
4014,3648,0504009|0728001|0607001,"90x200x8 cm, 90x120x100 cm, 90x200 cm, Futón con una capa de látex, 90x200x14,5 cm, Rojo",publish,491.99,409.99,409.99,NO,3,3,3,0504009 | 0607001 | 0728001,0504009=1 | 0607001=1 | 0728001=1,504009 | 607001 | 728001,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4014,504009 | 607001 | 728001,3,NO
4017,3648,0504009|0730001,"90x200x8 cm, 90x120x100 cm, 90x200 cm, Futón con dos capas de látex, 90x200x14,5 cm, Sin funda",publish,520.79,433.99,433.99,NO,2,4,2,0504009 | 0730001,0504009=1 | 0730001=1,504009 | 730001,,2,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4017,504009 | 730001,2,NO
4018,3648,0504009|0730001|0615001,"90x200x8 cm, 90x120x100 cm, 90x200 cm, Futón con dos capas de látex, 90x200x14,5 cm, Amarillo",publish,549.59,457.99,457.99,NO,3,3,3,0504009 | 0615001 | 0730001,0504009=1 | 0615001=1 | 0730001=1,504009 | 615001 | 730001,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4018,504009 | 615001 | 730001,3,NO
4019,3648,0504009|0730001|0609001,"90x200x8 cm, 90x120x100 cm, 90x200 cm, Futón con dos capas de látex, 90x200x14,5 cm, Azul",publish,549.59,457.99,457.99,NO,3,3,3,0504009 | 0609001 | 0730001,0504009=1 | 0609001=1 | 0730001=1,504009 | 609001 | 730001,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4019,504009 | 609001 | 730001,3,NO
4021,3648,0504009|0730001|0608001,"90x200x8 cm, 90x120x100 cm, 90x200 cm, Futón con dos capas de látex, 90x200x14,5 cm, Crudo",publish,549.59,457.99,457.99,NO,3,6,3,0504009 | 0608001 | 0730001,0504009=1 | 0608001=1 | 0730001=1,504009 | 608001 | 730001,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4021,504009 | 608001 | 730001,3,NO
4022,3648,0504009|0730001|0606001,"90x200x8 cm, 90x120x100 cm, 90x200 cm, Futón con dos capas de látex, 90x200x14,5 cm, Granate",publish,549.59,457.99,457.99,NO,3,3,3,0504009 | 0606001 | 0730001,0504009=1 | 0606001=1 | 0730001=1,504009 | 606001 | 730001,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4022,504009 | 606001 | 730001,3,NO
4025,3648,0504009|0730001|0616001,"90x200x8 cm, 90x120x100 cm, 90x200 cm, Futón con dos capas de látex, 90x200x14,5 cm, Negro",publish,549.59,457.99,457.99,NO,3,3,3,0504009 | 0616001 | 0730001,0504009=1 | 0616001=1 | 0730001=1,504009 | 616001 | 730001,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4025,504009 | 616001 | 730001,3,NO
4026,3648,0504009|0730001|0607001,"90x200x8 cm, 90x120x100 cm, 90x200 cm, Futón con dos capas de látex, 90x200x14,5 cm, Rojo",publish,549.59,457.99,457.99,NO,3,3,3,0504009 | 0607001 | 0730001,0504009=1 | 0607001=1 | 0730001=1,504009 | 607001 | 730001,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4026,504009 | 607001 | 730001,3,NO
4029,3648,0504009|0724001,"90x200x8 cm, 90x120x100 cm, 90x200 cm, Futón de algodón, 90x200x14,5 cm, Sin funda",publish,405.59,337.99,337.99,NO,2,4,2,0504009 | 0724001,0504009=1 | 0724001=1,504009 | 724001,,2,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4029,504009 | 724001,2,NO
4030,3648,0504009|0724001|0615001,"90x200x8 cm, 90x120x100 cm, 90x200 cm, Futón de algodón, 90x200x14,5 cm, Amarillo",publish,434.39,361.99,361.99,NO,3,3,3,0504009 | 0615001 | 0724001,0504009=1 | 0615001=1 | 0724001=1,504009 | 615001 | 724001,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4030,504009 | 615001 | 724001,3,NO
4031,3648,0504009|0724001|0609001,"90x200x8 cm, 90x120x100 cm, 90x200 cm, Futón de algodón, 90x200x14,5 cm, Azul",publish,434.39,361.99,361.99,NO,3,3,3,0504009 | 0609001 | 0724001,0504009=1 | 0609001=1 | 0724001=1,504009 | 609001 | 724001,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4031,504009 | 609001 | 724001,3,NO
4033,3648,0504009|0724001|0608001,"90x200x8 cm, 90x120x100 cm, 90x200 cm, Futón de algodón, 90x200x14,5 cm, Crudo",publish,434.39,361.99,361.99,NO,3,6,3,0504009 | 0608001 | 0724001,0504009=1 | 0608001=1 | 0724001=1,504009 | 608001 | 724001,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4033,504009 | 608001 | 724001,3,NO
4034,3648,0504009|0724001|0606001,"90x200x8 cm, 90x120x100 cm, 90x200 cm, Futón de algodón, 90x200x14,5 cm, Granate",publish,434.39,361.99,361.99,NO,3,3,3,0504009 | 0606001 | 0724001,0504009=1 | 0606001=1 | 0724001=1,504009 | 606001 | 724001,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4034,504009 | 606001 | 724001,3,NO
4037,3648,0504009|0724001|0616001,"90x200x8 cm, 90x120x100 cm, 90x200 cm, Futón de algodón, 90x200x14,5 cm, Negro",publish,434.39,361.99,361.99,NO,3,3,3,0504009 | 0616001 | 0724001,0504009=1 | 0616001=1 | 0724001=1,504009 | 616001 | 724001,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4037,504009 | 616001 | 724001,3,NO
4038,3648,0504009|0724001|0607001,"90x200x8 cm, 90x120x100 cm, 90x200 cm, Futón de algodón, 90x200x14,5 cm, Rojo",publish,434.39,361.99,361.99,NO,3,3,3,0504009 | 0607001 | 0724001,0504009=1 | 0607001=1 | 0724001=1,504009 | 607001 | 724001,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4038,504009 | 607001 | 724001,3,NO
4041,3648,0504010|0728002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón con una capa de látex, 140x200x14,5 cm, Sin funda",publish,508.19,441.90,441.90,NO,2,4,2,0504010 | 0728002,0504010=1 | 0728002=1,504010 | 728002,,2,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4041,504010 | 728002,2,NO
4042,3648,0504010|0728002|0615002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón con una capa de látex, 140x200x14,5 cm, Amarillo",publish,545.09,473.99,473.99,NO,3,3,3,0504010 | 0615002 | 0728002,0504010=1 | 0615002=1 | 0728002=1,504010 | 615002 | 728002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4042,504010 | 615002 | 728002,3,NO
4043,3648,0504010|0728002|0609002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón con una capa de látex, 140x200x14,5 cm, Azul",publish,545.09,473.99,473.99,NO,3,3,3,0504010 | 0609002 | 0728002,0504010=1 | 0609002=1 | 0728002=1,504010 | 609002 | 728002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4043,504010 | 609002 | 728002,3,NO
4045,3648,0504010|0728002|0608002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón con una capa de látex, 140x200x14,5 cm, Crudo",publish,545.09,473.99,473.99,NO,3,6,3,0504010 | 0608002 | 0728002,0504010=1 | 0608002=1 | 0728002=1,504010 | 608002 | 728002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4045,504010 | 608002 | 728002,3,NO
4046,3648,0504010|0728002|0606002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón con una capa de látex, 140x200x14,5 cm, Granate",publish,545.09,473.99,473.99,NO,3,3,3,0504010 | 0606002 | 0728002,0504010=1 | 0606002=1 | 0728002=1,504010 | 606002 | 728002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4046,504010 | 606002 | 728002,3,NO
4049,3648,0504010|0728002|0616002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón con una capa de látex, 140x200x14,5 cm, Negro",publish,545.09,473.99,473.99,NO,3,3,3,0504010 | 0616002 | 0728002,0504010=1 | 0616002=1 | 0728002=1,504010 | 616002 | 728002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4049,504010 | 616002 | 728002,3,NO
4050,3648,0504010|0728002|0607002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón con una capa de látex, 140x200x14,5 cm, Rojo",publish,545.09,473.99,473.99,NO,3,3,3,0504010 | 0607002 | 0728002,0504010=1 | 0607002=1 | 0728002=1,504010 | 607002 | 728002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4050,504010 | 607002 | 728002,3,NO
4052,3648,0504010|0728002|0614002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón con una capa de látex, 140x200x14,5 cm, Verde",publish,545.09,473.99,473.99,NO,3,3,3,0504010 | 0614002 | 0728002,0504010=1 | 0614002=1 | 0728002=1,504010 | 614002 | 728002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4052,504010 | 614002 | 728002,3,NO
4053,3648,0504010|0730002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón con dos capas de látex, 140x200x14,5 cm, Sin funda",publish,765.89,665.99,665.99,NO,2,4,2,0504010 | 0730002,0504010=1 | 0730002=1,504010 | 730002,,2,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4053,504010 | 730002,2,NO
4054,3648,0504010|0730002|0615002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón con dos capas de látex, 140x200x14,5 cm, Amarillo",publish,811.89,705.99,705.99,NO,3,3,3,0504010 | 0615002 | 0730002,0504010=1 | 0615002=1 | 0730002=1,504010 | 615002 | 730002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4054,504010 | 615002 | 730002,3,NO
4055,3648,0504010|0730002|0609002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón con dos capas de látex, 140x200x14,5 cm, Azul",publish,811.89,705.99,705.99,NO,3,3,3,0504010 | 0609002 | 0730002,0504010=1 | 0609002=1 | 0730002=1,504010 | 609002 | 730002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4055,504010 | 609002 | 730002,3,NO
4057,3648,0504010|0730002|0608002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón con dos capas de látex, 140x200x14,5 cm, Crudo",publish,811.89,705.99,705.99,NO,3,6,3,0504010 | 0608002 | 0730002,0504010=1 | 0608002=1 | 0730002=1,504010 | 608002 | 730002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4057,504010 | 608002 | 730002,3,NO
4058,3648,0504010|0730002|0606002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón con dos capas de látex, 140x200x14,5 cm, Granate",publish,811.89,705.99,705.99,NO,3,3,3,0504010 | 0606002 | 0730002,0504010=1 | 0606002=1 | 0730002=1,504010 | 606002 | 730002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4058,504010 | 606002 | 730002,3,NO
4061,3648,0504010|0730002|0616002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón con dos capas de látex, 140x200x14,5 cm, Negro",publish,811.89,705.99,705.99,NO,3,3,3,0504010 | 0616002 | 0730002,0504010=1 | 0616002=1 | 0730002=1,504010 | 616002 | 730002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4061,504010 | 616002 | 730002,3,NO
4062,3648,0504010|0730002|0607002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón con dos capas de látex, 140x200x14,5 cm, Rojo",publish,811.89,705.99,705.99,NO,3,3,3,0504010 | 0607002 | 0730002,0504010=1 | 0607002=1 | 0730002=1,504010 | 607002 | 730002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4062,504010 | 607002 | 730002,3,NO
4064,3648,0504010|0730002|0614002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón con dos capas de látex, 140x200x14,5 cm, Verde",publish,811.89,705.99,705.99,NO,3,3,3,0504010 | 0614002 | 0730002,0504010=1 | 0614002=1 | 0730002=1,504010 | 614002 | 730002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4064,504010 | 614002 | 730002,3,NO
4065,3648,0504010|0724003,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón de algodón, 140x200x14,5 cm, Sin funda",publish,434.69,377.99,377.99,NO,2,4,2,0504010 | 0724003,0504010=1 | 0724003=1,504010 | 724003,,2,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4065,504010 | 724003,2,NO
4066,3648,0504010|0724003|0615002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón de algodón, 140x200x14,5 cm, Amarillo",publish,471.49,409.99,409.99,NO,3,3,3,0504010 | 0615002 | 0724003,0504010=1 | 0615002=1 | 0724003=1,504010 | 615002 | 724003,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4066,504010 | 615002 | 724003,3,NO
4068,3648,0504010|0724003|0608002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón de algodón, 140x200x14,5 cm, Crudo",publish,471.49,409.99,409.99,NO,3,6,3,0504010 | 0608002 | 0724003,0504010=1 | 0608002=1 | 0724003=1,504010 | 608002 | 724003,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4068,504010 | 608002 | 724003,3,NO
4069,3648,0504010|0724003|0606002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón de algodón, 140x200x14,5 cm, Granate",publish,471.49,409.99,409.99,NO,3,3,3,0504010 | 0606002 | 0724003,0504010=1 | 0606002=1 | 0724003=1,504010 | 606002 | 724003,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4069,504010 | 606002 | 724003,3,NO
4072,3648,0504010|0724003|0616002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón de algodón, 140x200x14,5 cm, Negro",publish,471.49,409.99,409.99,NO,3,3,3,0504010 | 0616002 | 0724003,0504010=1 | 0616002=1 | 0724003=1,504010 | 616002 | 724003,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4072,504010 | 616002 | 724003,3,NO
4073,3648,0504010|0724003|0607002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón de algodón, 140x200x14,5 cm, Rojo",publish,471.49,409.99,409.99,NO,3,3,3,0504010 | 0607002 | 0724003,0504010=1 | 0607002=1 | 0724003=1,504010 | 607002 | 724003,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4073,504010 | 607002 | 724003,3,NO
4075,3648,0504010|0724003|0614002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón de algodón, 140x200x14,5 cm, Verde",publish,471.49,409.99,409.99,NO,3,3,3,0504010 | 0614002 | 0724003,0504010=1 | 0614002=1 | 0724003=1,504010 | 614002 | 724003,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4075,504010 | 614002 | 724003,3,NO
4076,3648,0504010|1253003,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Gris oscuro, Sin funda",publish,417.44,362.99,362.99,NO,2,2,2,0504010 | 1253003,0504010=1 | 1253003=1,1253003 | 504010,,2,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4076,1253003 | 504010,2,NO
4077,3648,0504010|1253003|0615002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Gris oscuro, Amarillo",publish,719.89,553.48,553.48,NO,3,3,3,0504010 | 0615002 | 1253003,0504010=1 | 0615002=1 | 1253003=1,1253003 | 504010 | 615002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4077,1253003 | 504010 | 615002,3,NO
4078,3648,0504010|1253003|0609002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Gris oscuro, Azul",publish,496.79,431.99,431.99,NO,3,3,3,0504010 | 0609002 | 1253003,0504010=1 | 0609002=1 | 1253003=1,1253003 | 504010 | 609002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4078,1253003 | 504010 | 609002,3,NO
4080,3648,0504010|1253003|0608002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Gris oscuro, Crudo",publish,496.79,431.99,431.99,NO,3,3,3,0504010 | 0608002 | 1253003,0504010=1 | 0608002=1 | 1253003=1,1253003 | 504010 | 608002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4080,1253003 | 504010 | 608002,3,NO
4081,3648,0504010|1253003|0606002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Gris oscuro, Granate",publish,496.79,431.99,431.99,NO,3,3,3,0504010 | 0606002 | 1253003,0504010=1 | 0606002=1 | 1253003=1,1253003 | 504010 | 606002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4081,1253003 | 504010 | 606002,3,NO
4084,3648,0504010|1253003|0616002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Gris oscuro, Negro",publish,496.79,431.99,431.99,NO,3,3,3,0504010 | 0616002 | 1253003,0504010=1 | 0616002=1 | 1253003=1,1253003 | 504010 | 616002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4084,1253003 | 504010 | 616002,3,NO
4085,3648,0504010|1253003|0607002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Gris oscuro, Rojo",publish,496.79,431.99,431.99,NO,3,3,3,0504010 | 0607002 | 1253003,0504010=1 | 0607002=1 | 1253003=1,1253003 | 504010 | 607002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4085,1253003 | 504010 | 607002,3,NO
4087,3648,0504010|1253003|0614002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Gris oscuro, Verde",publish,496.79,431.99,431.99,NO,3,3,3,0504010 | 0614002 | 1253003,0504010=1 | 0614002=1 | 1253003=1,1253003 | 504010 | 614002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4087,1253003 | 504010 | 614002,3,NO
4100,3648,0504010|1254005,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Rojo, Sin funda",publish,417.44,362.99,362.99,NO,2,2,2,0504010 | 1254005,0504010=1 | 1254005=1,1254005 | 504010,,2,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4100,1254005 | 504010,2,NO
4101,3648,0504010|1254005|0615002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Rojo, Amarillo",publish,496.79,431.99,431.99,NO,3,3,3,0504010 | 0615002 | 1254005,0504010=1 | 0615002=1 | 1254005=1,1254005 | 504010 | 615002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4101,1254005 | 504010 | 615002,3,NO
4102,3648,0504010|1254005|0609002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Rojo, Azul",publish,496.79,431.99,431.99,NO,3,3,3,0504010 | 0609002 | 1254005,0504010=1 | 0609002=1 | 1254005=1,1254005 | 504010 | 609002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4102,1254005 | 504010 | 609002,3,NO
4104,3648,0504010|1254005|0608002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Rojo, Crudo",publish,496.79,431.99,431.99,NO,3,3,3,0504010 | 0608002 | 1254005,0504010=1 | 0608002=1 | 1254005=1,1254005 | 504010 | 608002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4104,1254005 | 504010 | 608002,3,NO
4105,3648,0504010|1254005|0606002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Rojo, Granate",publish,496.79,431.99,431.99,NO,3,3,3,0504010 | 0606002 | 1254005,0504010=1 | 0606002=1 | 1254005=1,1254005 | 504010 | 606002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4105,1254005 | 504010 | 606002,3,NO
4108,3648,0504010|1254005|0616002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Rojo, Negro",publish,496.79,431.99,431.99,NO,3,3,3,0504010 | 0616002 | 1254005,0504010=1 | 0616002=1 | 1254005=1,1254005 | 504010 | 616002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4108,1254005 | 504010 | 616002,3,NO
4109,3648,0504010|1254005|0607002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Rojo, Rojo",publish,496.79,431.99,431.99,NO,3,3,3,0504010 | 0607002 | 1254005,0504010=1 | 0607002=1 | 1254005=1,1254005 | 504010 | 607002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4109,1254005 | 504010 | 607002,3,NO
4111,3648,0504010|1254005|0614002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Rojo, Verde",publish,496.79,431.99,431.99,NO,3,3,3,0504010 | 0614002 | 1254005,0504010=1 | 0614002=1 | 1254005=1,1254005 | 504010 | 614002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4111,1254005 | 504010 | 614002,3,NO
4124,3649,0502005|0727007,"Futón con una capa de látex, 80x200x13 cm, Sin funda",publish,539,478.74,478.74,NO,2,4,2,0502005 | 0727007,0502005=1 | 0727007=1,502005 | 727007,,2,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4124,502005 | 727007,2,NO
4128,3649,0502005|0727007|0608007,"Futón con una capa de látex, 80x200x13 cm, Crudo",publish,626,550.74,550.74,NO,3,6,3,0502005 | 0608007 | 0727007,0502005=1 | 0608007=1 | 0727007=1,502005 | 608007 | 727007,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4128,502005 | 608007 | 727007,3,NO
4132,3649,0502005|0727007|0616007,"Futón con una capa de látex, 80x200x13 cm, Negro",publish,626,550.74,550.74,NO,3,3,3,0502005 | 0616007 | 0727007,0502005=1 | 0616007=1 | 0727007=1,502005 | 616007 | 727007,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4132,502005 | 616007 | 727007,3,NO
4136,3649,0502005|0730009,"Futón con dos capas de látex, 80x200x13 cm, Sin funda",publish,610,532.94,532.94,NO,2,4,2,0502005 | 0730009,0502005=1 | 0730009=1,502005 | 730009,,2,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4136,502005 | 730009,2,NO
4140,3649,0502005|0730009|0608007,"Futón con dos capas de látex, 80x200x13 cm, Crudo",publish,697,604.94,604.94,NO,3,6,3,0502005 | 0608007 | 0730009,0502005=1 | 0608007=1 | 0730009=1,502005 | 608007 | 730009,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4140,502005 | 608007 | 730009,3,NO
4144,3649,0502005|0730009|0616007,"Futón con dos capas de látex, 80x200x13 cm, Negro",publish,697,604.94,604.94,NO,3,3,3,0502005 | 0616007 | 0730009,0502005=1 | 0616007=1 | 0730009=1,502005 | 616007 | 730009,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4144,502005 | 616007 | 730009,3,NO
4200,3649,0502005|1249001|0608007,"Futón de algodón de colores individual, 80x200x13 cm, Crudo, Crudo",publish,525.72,494.82,494.82,NO,3,6,3,0502005 | 0608007 | 1249001,0502005=1 | 0608007=1 | 1249001=1,1249001 | 502005 | 608007,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4200,1249001 | 502005 | 608007,3,NO
4208,3650,0502002|0728007,"Futón con una capa de látex, 140x190x14,5 cm, Sin funda",publish,858,764.42,764.42,NO,2,2,2,0502002 | 0728007,0502002=1 | 0728007=1,502002 | 728007,,2,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4208,502002 | 728007,2,NO
4212,3650,0502002|0728007|0608006,"Futón con una capa de látex, 140x190x14,5 cm, Crudo",publish,939,831.42,831.42,NO,3,3,3,0502002 | 0608006 | 0728007,0502002=1 | 0608006=1 | 0728007=1,502002 | 608006 | 728007,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4212,502002 | 608006 | 728007,3,NO
